Date,PTO Policy Inventory Level,Fixed Order-Quantity Policy Inventory Level,E2E Policy Inventory Level,Order-Up-To Policy Inventory Level,PTO Policy Reorder Quantity,Fixed Order-Quantity Reorder Quantity,Order-Up-To Policy Reorder Quantity,E2E Reorder Quantity,PTO Policy Reorder Date,Fixed Order-Quantity Reorder Date,Order-Up-To Policy Reorder Date,E2E Reorder Date,PTO Policy Delivery Date,Fixed Order-Quantity Policy Delivery Date,Order-Up-To Policy Delivery Date,E2E Delivery Date
2025-01-01,100.0,100.0,100.0,100.0,,,,,No,No,No,No,No,No,No,No
2025-01-02,91.87282059725415,91.87282059725415,91.87282059725415,91.87282059725415,,,,,No,No,No,No,No,No,No,No
2025-01-03,87.29752834688014,87.29752834688014,87.29752834688014,87.29752834688014,,75,108.12717940274585,33.40899809438372,No,Yes,Yes,Yes,No,No,No,Yes
2025-01-04,60.82666162636051,60.82666162636051,60.82666162636051,60.82666162636051,,,,,No,No,No,No,No,No,No,No
2025-01-05,57.39939201095666,57.39939201095666,57.39939201095666,57.39939201095666,,,,,No,No,No,No,No,No,No,No
2025-01-06,46.96478023156394,46.96478023156394,46.96478023156394,46.96478023156394,,,,,No,No,No,No,No,No,No,No
2025-01-07,31.28494088703754,106.28494088703754,64.69393898142125,139.4121202897834,,,,,No,No,No,No,No,Yes,Yes,No
2025-01-08,18.217935756089858,93.21793575608986,51.62693385047358,126.34511515883571,,,,,No,No,No,No,No,No,No,No
2025-01-09,15.687818867270238,90.68781886727024,49.09681696165396,123.81499827001609,,,,,No,No,No,No,No,No,No,No
2025-01-10,5.498083581828425,80.49808358182842,38.907081676212144,113.62526298457428,70.35546186514335,75,76.18500172998391,67.65561270499016,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-01-11,-9.531945468007827,65.46805453199218,23.877052626375892,98.59523393473802,,,,,No,No,No,No,No,No,No,No
2025-01-12,-17.8078575231919,57.19214247680811,15.601140571191818,90.31932187955394,,,,,No,No,No,No,No,No,No,No
2025-01-13,-28.833705844009717,46.166294155990286,4.575292250374,79.29347355873612,,,,,No,No,No,No,No,No,No,No
2025-01-14,34.45602929516153,39.100567430018174,-2.490434475598116,72.22774683276401,,,,,No,No,No,No,Yes,No,No,No
2025-01-15,30.639975099846254,110.2845132347029,61.349124034076766,144.59669436743266,,,,,No,No,No,No,No,Yes,Yes,No
2025-01-16,21.825855147701763,101.4703932825584,52.53500408193227,135.78257441528817,,,,,No,No,No,No,No,No,No,No
2025-01-17,15.465652355954584,95.11019049081122,46.174801290185094,129.42237162354098,93.6079223790443,75,64.21742558471183,39.04085923434749,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-01-18,1.9666332239021251,81.61117135875877,32.675782158132634,115.92335249148853,,,,,No,No,No,No,No,No,No,No
2025-01-19,-5.929927580135296,73.71461055472135,24.779221354095213,108.02679168745111,,,,,No,No,No,No,No,No,No,No
2025-01-20,-18.08664094990253,61.557897184954115,12.622507984327978,95.87007831768388,,,,,No,No,No,No,No,No,No,No
2025-01-21,-20.519413648788717,59.12512448606793,10.189735285441792,93.4373056187977,,,,,No,No,No,No,No,No,No,No
2025-01-22,67.61083832675403,53.647454082566384,4.712064881940243,87.95963521529615,,,,,No,No,No,No,Yes,No,No,No
2025-01-23,61.499645736659126,122.53626149247148,37.64173152619282,146.06586820991308,,,,,No,No,No,No,No,Yes,Yes,No
2025-01-24,55.42280231013774,116.4594180659501,31.564888099671435,139.9890247833917,28.787562358258207,75,53.93413179008692,81.59500622994568,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-01-25,45.54961336058699,106.58622911639935,21.691699150120684,130.11583583384095,,,,,No,No,No,No,No,No,No,No
2025-01-26,38.32853280435362,99.36514856016598,14.470618593887313,122.89475527760757,,,,,No,No,No,No,No,No,No,No
2025-01-27,30.218117002213475,91.25473275802582,6.360202791747167,114.78433947546742,,,,,No,No,No,No,No,No,No,No
2025-01-28,3.6859356516601594,64.72255140747251,-20.17197855880615,88.2521581249141,,,,,No,No,No,No,No,No,No,No
2025-01-29,-3.309103498200141,132.7275122576122,54.42798852127923,135.19125076514072,,,,,No,No,No,No,No,Yes,Yes,No
2025-01-30,23.92930779862122,131.17836119617536,52.87883745984239,133.64209970370388,,,,,No,No,No,No,Yes,No,No,No
2025-01-31,18.408303059744895,125.65735645729903,47.35783272096606,128.12109496482756,219.07108289967044,75,66.35790029629612,107.06844443581366,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-01,-7.019186890585118,100.22986650696902,21.930342770636045,102.69360501449755,,,,,No,No,No,No,No,No,No,No
2025-02-02,-14.91444481025301,92.33460858730112,14.035084850968154,94.79834709482967,,,,,No,No,No,No,No,No,No,No
2025-02-03,-22.87268623469977,84.37636716285436,6.076843426521394,86.84010567038291,,,,,No,No,No,No,No,No,No,No
2025-02-04,-30.400725516885977,76.84832788066817,-1.4511958556648104,79.31206638819671,,,,,No,No,No,No,No,No,No,No
2025-02-05,176.76758013577694,139.94555063366064,93.71447133314133,133.7671894374853,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-02-06,144.06639530880705,107.24436580669075,61.01328650617143,101.06600461051542,,,,,No,No,No,No,No,No,No,No
